"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj"
2.87567212862889e-205 0.376617140672023 0.38 0.12 5.75393236217355e-201
7.21160998888148e-205 0.336522344367679 0.504 0.216 1.4429710426753e-200
1.84963551485402e-204 0.336272074977121 0.671 0.373 3.70093570167142e-200
3.65045085634892e-204 -0.31800519317631 0.524 0.684 7.30418711846855e-200
1.61511270676818e-203 0.327255315606525 0.379 0.116 3.23167901497245e-199
5.33570403209813e-203 0.328546930804513 0.368 0.107 1.06762101978251e-198
2.8322946778043e-202 0.337771691975639 0.364 0.106 5.66713842081862e-198
2.62280195225908e-201 0.304674679286149 0.519 0.225 5.2479644262752e-197
6.26791392708909e-200 0.402737394702603 0.55 0.279 1.25414689767126e-195
7.12361109322634e-200 0.347840367400103 0.802 0.534 1.42536334364366e-195
4.90871708162103e-199 0.435630220230358 0.412 0.148 9.82185200861551e-195
1.26998507499671e-198 0.270496223436751 0.372 0.111 2.54111313656092e-194
1.81534584036173e-198 0.251900232237557 0.352 0.098 3.63232549197979e-194
3.07104482103458e-198 0.291538960827078 0.295 0.062 6.1448535824081e-194
3.16242609504282e-198 0.313315462813845 0.554 0.263 6.32769837357117e-194
3.50434614550584e-198 0.430859882257897 0.558 0.292 7.01184620254263e-194
2.01632687071857e-197 0.272764572026222 0.814 0.494 4.03446843562079e-193
2.70173271073053e-197 0.302913407014973 0.888 0.671 5.40589698090071e-193
3.36770239725906e-196 0.295989568336714 0.665 0.362 6.73843572667565e-192
6.02714708392269e-196 0.289067885779245 0.652 0.355 1.20597186002209e-191
1.06920841938212e-195 0.355433882543486 0.373 0.116 2.13937912634169e-191
3.24719890865629e-195 0.412564159611998 0.409 0.149 6.49732029633037e-191
6.19152250841396e-195 -0.379823686535413 0.323 0.578 1.23886173870855e-190
2.77091758621853e-194 0.347470835575104 0.461 0.19 5.54432899826465e-190
1.62231618421157e-193 0.457363031607227 0.662 0.393 3.24609245298894e-189
3.49979518273435e-193 0.384125358946186 0.397 0.143 7.00274018113315e-189
6.8075487305368e-193 0.279715019650022 0.304 0.072 1.36212242549311e-188
2.28541672460809e-192 0.281459938365099 0.346 0.098 4.57289032426833e-188
4.15192551327316e-192 0.322208046031514 0.36 0.109 8.30758775950826e-188
5.66527945384305e-192 0.260104527246308 0.315 0.077 1.13356576591946e-187
1.72918075455884e-191 0.397724246644723 0.401 0.141 3.45991777179679e-187
4.48224015623861e-191 0.333112342268783 0.842 0.665 8.96851432861783e-187
6.03595296273109e-191 -0.298570500981514 0.741 0.886 1.20773382831286e-186
1.24036686053138e-190 0.400963029375296 0.383 0.137 2.48185005123723e-186
1.29766991221834e-190 0.263107017557024 0.387 0.128 2.59650772735768e-186
2.40630494562375e-190 0.255134393355456 0.907 0.676 4.81477556569855e-186
3.89622248363728e-190 0.263576477453973 0.62 0.315 7.79595156750984e-186
4.36716524993723e-190 0.300318697172339 0.4 0.142 8.73826094859941e-186
4.74227366273221e-190 -0.306402478851311 0.759 0.878 9.48881537176088e-186
6.55488538254531e-190 0.399295268312748 0.392 0.139 1.31156701619349e-185
9.53598617224277e-190 0.371363014506789 0.413 0.152 1.90805547320405e-185
1.21099986856465e-189 0.37351335860297 0.387 0.134 2.42308963701101e-185
2.94621103141126e-189 0.419694994115625 0.452 0.185 5.89507365275078e-185
1.10538298143964e-188 0.330481260764167 0.769 0.505 2.21176080756257e-184
4.98579154428145e-188 0.273376811397069 0.873 0.582 9.97607030095275e-184
7.15051256190955e-188 0.318737404815651 0.746 0.464 1.43074605851248e-183
6.3628383610751e-187 0.397300503368341 0.513 0.243 1.27314032766752e-182
1.70703162165601e-186 0.321836997378759 0.352 0.106 3.41559957177151e-182
2.0415264350684e-186 0.272796008749839 0.911 0.646 4.08489024392837e-182
2.08708318398029e-186 0.434053174892385 0.426 0.174 4.17604474282616e-182
2.21099628255225e-186 0.277047754052186 0.353 0.11 4.4239824617588e-182
2.93772820942461e-186 0.365521532710006 0.39 0.137 5.8781003742377e-182
4.65836263476569e-186 0.333632246526409 0.433 0.171 9.32091779590268e-182
7.29536354774183e-186 0.350250955999081 0.378 0.126 1.45972929226766e-181
1.19273891117408e-185 0.315248062519752 0.382 0.127 2.38655128736821e-181
1.67748318773569e-185 0.449824186677136 0.429 0.176 3.35647611034035e-181
1.86307579108244e-185 0.467621694818398 0.444 0.186 3.72782835037686e-181
6.97406991274347e-185 0.283053663441994 0.696 0.398 1.39544164884084e-180
7.93665274040909e-185 0.362993084434146 0.732 0.467 1.58804484682846e-180
8.42137972601181e-185 0.335144369840025 0.433 0.174 1.6850338693777e-180
9.0740947748253e-185 0.351397336822507 0.37 0.123 1.81563562349479e-180
3.48227146509181e-184 0.278643061008085 0.324 0.087 6.9676769745022e-180
9.09835791282227e-184 0.399978821610281 0.755 0.502 1.82049043477661e-179
1.2875187831322e-183 0.352900786172041 0.857 0.619 2.57619633316922e-179
4.89674129434589e-183 0.490771379744992 0.479 0.218 9.7978896558567e-179
1.49553950853696e-182 0.276720711475969 0.53 0.248 2.9924250026316e-178
2.13800619481619e-182 0.265783375188937 0.321 0.089 4.27793659520772e-178
2.24293067544776e-182 0.302052817054181 0.864 0.663 4.48787998850342e-178
4.00689341541985e-182 0.35041619102822 0.366 0.121 8.01739303491357e-178
5.06615560473823e-182 0.300502443094821 0.556 0.275 1.01368707495207e-177
6.37241772943703e-182 0.257860134163947 0.304 0.075 1.27505706348306e-177
1.23987923538339e-181 0.259352500003928 0.854 0.579 2.48087436207862e-177
1.40416215967064e-181 0.43877954375463 0.431 0.191 2.80958806528499e-177
5.14397301216896e-181 0.475052941481823 0.456 0.198 1.02925756000489e-176
2.60974437962915e-180 0.283370313838623 0.328 0.092 5.22183752919996e-176
2.94860719501052e-180 -0.383470588536762 0.772 0.841 5.89986813649655e-176
3.45511369164409e-180 0.341699268775183 0.39 0.141 6.91333698561065e-176
3.2389578841412e-179 0.261194546738211 0.628 0.337 6.48083083037812e-175
4.16706017045916e-179 -0.356338893846023 0.575 0.781 8.33787069507172e-175
4.94041376669843e-179 0.273677682030699 0.799 0.5 9.8852739057869e-175
5.41631413827077e-179 0.381396886989655 0.418 0.163 1.0837502959266e-174
5.7684789815401e-179 0.255842892029768 0.858 0.586 1.15421495941636e-174
2.28322378597703e-177 0.27889409900555 0.483 0.213 4.56850247336143e-173
7.08361760081882e-177 0.301095648642831 0.865 0.642 1.41736104574784e-172
2.64438237969888e-176 0.266157444340943 0.783 0.486 5.2911447035395e-172
3.86883465847667e-176 0.258568938842828 0.798 0.497 7.74115126814597e-172
1.01758491945881e-175 0.250441607826361 0.531 0.25 2.03608566534513e-171
1.01976451907219e-175 0.268983071262689 0.466 0.2 2.04044682621154e-171
2.95173930510923e-175 0.252623392212884 0.455 0.186 5.90613517559306e-171
3.58087197897173e-175 0.319983939982881 0.372 0.126 7.16496674272454e-171
4.4080290748375e-175 0.259678438661398 0.315 0.086 8.82002537584235e-171
5.40375228741801e-175 0.281102047494367 0.919 0.699 1.08123679518947e-170
6.77029190515676e-175 0.509008357412141 0.46 0.221 1.35466770730282e-170
7.6453308838314e-175 0.292680560828542 0.32 0.09 1.52975425654582e-170
9.69300949202649e-175 0.29334442520502 0.354 0.113 1.93947426925958e-170
2.16460242791261e-174 0.293698593531404 0.339 0.104 4.33115299801034e-170
2.58258879850046e-174 -0.41881366618408 0.31 0.579 5.16750192691958e-170
5.27050440925256e-174 0.273849987303166 0.372 0.126 1.05457522724734e-169
5.77279150253908e-174 0.325037001433669 0.39 0.143 1.15507785174304e-169
7.18618046436412e-174 0.51106303175011 0.562 0.294 1.43788284911462e-169
3.0440608305342e-173 0.252751290930837 0.314 0.086 6.09086131581588e-169
4.48626595655406e-173 0.266118181989314 0.857 0.585 8.97656955246902e-169
5.00949476472976e-173 0.346781143896726 0.435 0.184 1.00234980747478e-168
6.05190309499531e-173 0.298368965642579 0.528 0.262 1.21092529027761e-168
1.49076862461476e-172 0.255317807031699 0.331 0.098 2.98287894099167e-168
1.63224486953997e-172 0.310913409193856 0.356 0.118 3.26595875946252e-168
2.88121059247434e-171 0.301879174457552 0.378 0.135 5.7650142744819e-167
2.15679246023549e-170 0.266519374607612 0.392 0.145 4.31552603368519e-166
1.57147358808418e-169 0.397951581400664 0.419 0.174 3.14436150239763e-165
2.37296955653926e-168 0.512603960632883 0.811 0.559 4.7480747856794e-164
4.54342840172773e-168 0.256467242132843 0.855 0.573 9.09094588901702e-164
6.14056955971831e-167 0.254808327574827 0.902 0.649 1.22866656320404e-162
2.59001258082065e-166 0.305061425749742 0.573 0.312 5.18235617296403e-162
3.28274336776486e-166 0.399966010059549 0.441 0.197 6.5684412045607e-162
8.18589626295427e-166 0.355779717009157 0.677 0.43 1.63791598325452e-161
1.01594029795281e-165 0.425773168580458 0.781 0.535 2.03279494217377e-161
2.48970806621814e-165 0.293480132821824 0.716 0.444 4.98165686969588e-161
4.99160216843624e-165 0.291024719418915 0.351 0.116 9.98769677882408e-161
5.54220379993304e-165 0.321931617413873 0.503 0.246 1.1089395583286e-160
8.29771540324386e-165 -0.255830944479729 0.668 0.724 1.66028987503506e-160
6.20615431380038e-164 0.252308058485355 0.906 0.715 1.24178941664832e-159
2.06394129145689e-163 0.253572409988856 0.917 0.782 4.12974013007608e-159
5.06163664930075e-163 0.284127362795174 0.617 0.343 1.01278287715859e-158
1.3416244750181e-162 -0.309873356863796 0.494 0.658 2.68445641206372e-158
1.60253351215602e-162 0.285689733987747 0.411 0.17 3.20650930447299e-158
1.03823044780229e-161 0.282011012847144 0.343 0.112 2.07739530300759e-157
2.99853534317871e-161 -0.445535140904473 0.41 0.62 5.99976936816628e-157
8.79215535148603e-161 0.286894148112658 0.404 0.162 1.75922236427884e-156
8.67120678265018e-159 0.342935950396832 0.48 0.236 1.73502176514047e-154
1.2249988755928e-158 0.358776566100019 0.541 0.288 2.45110025017364e-154
3.59768286266461e-158 0.27640035573359 0.347 0.117 7.19860363990562e-154
3.63559746830856e-158 0.251940335743254 0.499 0.243 7.2744669743386e-154
4.50775752431929e-158 0.258963324773988 0.725 0.443 9.01957203041048e-154
4.61113667761826e-158 -0.489020707855453 0.433 0.65 9.22642337824639e-154
6.20206858616805e-158 0.317632382173052 0.392 0.152 1.24097190340637e-153
9.01415359315145e-158 0.484302583253189 0.48 0.254 1.80364199245367e-153
1.8602548831929e-157 0.255140648815815 0.305 0.089 3.72218399578067e-153
7.1569932308432e-157 0.252202429358792 0.314 0.095 1.43204277555942e-152
5.19632165394762e-156 0.272420528030548 0.399 0.159 1.03973199973838e-151
9.55585731125488e-155 0.263076345019276 0.422 0.179 1.91203148940899e-150
2.50253182397982e-154 0.295281816586291 0.413 0.172 5.00731592660123e-150
5.26207389203713e-154 0.328650158024255 0.497 0.257 1.05288836505771e-149
1.10704267328582e-153 -0.456043594776879 0.204 0.446 2.21508168497761e-149
1.3038017653868e-153 0.3408858156935 0.541 0.291 2.60877695236244e-149
2.00754887827167e-153 -0.312239239584924 0.204 0.436 4.01690455053378e-149
2.55729103975095e-153 0.325306052617349 0.344 0.121 5.11688364143769e-149
1.32876916590866e-152 0.25576123990606 0.908 0.8 2.65873422406664e-148
1.4562494141976e-152 0.427294276681173 0.415 0.18 2.91380945286799e-148
3.62453791079943e-152 0.26423361001801 0.364 0.137 7.25233790571859e-148
6.11834685406739e-152 -0.342183196627595 0.352 0.558 1.22422002203034e-147
6.79021181681893e-152 0.282972852827267 0.832 0.596 1.3586534824273e-147
1.27414832066171e-151 0.307831522695228 0.593 0.33 2.54944337481202e-147
4.12294603843152e-151 0.285240080581347 0.782 0.517 8.24960272829763e-147
9.78629495710844e-151 0.258439604118797 0.689 0.421 1.95813975796783e-146
1.25288102387999e-150 0.259524093695702 0.356 0.131 2.50688964068147e-146
1.74020992287371e-149 0.360080147344928 0.565 0.338 3.481986034678e-145
6.70921543209718e-149 0.258673052899724 0.776 0.517 1.34244691580832e-144
7.20765470915873e-149 0.269245433392318 0.37 0.142 1.44217963075557e-144
1.62802378787962e-148 0.33107541230788 0.58 0.329 3.25751279716832e-144
5.72855801700443e-148 -0.407972451890696 0.302 0.501 1.14622717362242e-143
1.50041765361604e-147 -0.300700024940996 0.613 0.756 3.00218568312033e-143
1.56628907175692e-147 0.289651293487949 0.354 0.13 3.13398780367842e-143
3.01604098212162e-147 0.305670503681783 0.301 0.093 6.03479640112714e-143
1.57450750788225e-146 0.256950635650803 0.334 0.114 3.15043207252159e-142
3.4320389385387e-146 0.285684390672369 0.85 0.619 6.86716671212208e-142
9.28257810968536e-146 0.295961441753923 0.401 0.164 1.85735105396694e-141
1.64086808272578e-145 0.28870063870266 0.376 0.149 3.28321294672602e-141
2.83853041861986e-144 0.319072295257133 0.374 0.148 5.67961551461648e-140
5.94903192742033e-144 0.269856681479889 0.426 0.193 1.19034179835753e-139
1.03270736467343e-143 -0.282133838325848 0.587 0.753 2.06634416597506e-139
1.71454598753663e-143 0.28124662179127 0.856 0.626 3.43063506646203e-139
2.6651221993482e-143 -0.451602516247025 0.35 0.565 5.33264300867582e-139
1.03374989184194e-142 0.325997005111545 0.503 0.272 2.06843015858654e-138
5.84981831275699e-142 0.444203618206272 0.461 0.23 1.17049014619955e-137
3.06717101760533e-141 0.254630199074564 0.773 0.516 6.13710248912651e-137
3.38396957120012e-141 0.273316391141438 0.828 0.586 6.77098471501432e-137
7.44486471363501e-141 0.295750090687968 0.734 0.492 1.48964298055123e-136
1.39923513526112e-140 -0.370543194946754 0.445 0.638 2.79972958214398e-136
1.83839553477799e-140 0.260178835484411 0.446 0.209 3.67844562553727e-136
4.54299520324372e-139 0.406994249111532 0.595 0.362 9.09007910217037e-135
1.49565878751279e-138 0.28457786303898 0.755 0.521 2.99266366793434e-134
2.76387622277708e-138 0.267606450525361 0.35 0.132 5.53023993415466e-134
4.40616711512236e-138 0.278368950579601 0.624 0.37 8.81629978064834e-134
6.97533558264687e-138 -0.253330319238012 0.667 0.766 1.39569489673181e-133
1.80149923131808e-137 -0.281672034996504 0.487 0.625 3.60461981194434e-133
2.66130844983167e-137 0.317658396032261 0.395 0.179 5.32501207726818e-133
8.38941614386195e-137 0.270040675538927 0.612 0.372 1.67863827622534e-132
6.38841176084688e-136 -0.253235458213526 0.656 0.758 1.27825730922785e-131
6.92572840636646e-136 0.266757724160268 0.902 0.682 1.38576899682986e-131
3.76969055914101e-135 -0.282410244725757 0.543 0.715 7.54277383978524e-131
1.47296183790436e-134 0.337341916943827 0.396 0.177 2.94724934146284e-130
2.47866742501775e-134 0.251859718922296 0.537 0.282 4.95956565071802e-130
6.36066602095833e-133 -0.263611419416318 0.861 0.975 1.27270566413355e-128
8.9652246661926e-129 -0.283509242930584 0.383 0.551 1.79385180345848e-124
9.04883464501253e-129 -0.332301483677662 0.147 0.352 1.81058132412056e-124
1.63876110873987e-128 0.259926543466174 0.798 0.572 3.27899710247761e-124
3.36809648045569e-128 0.279688549389877 0.475 0.25 6.73922424774379e-124
7.18145188473027e-128 -0.276273754971543 0.585 0.724 1.43693670761568e-123
2.57179437921345e-127 0.32982115716582 0.841 0.636 5.14590337336819e-123
5.57169221714697e-127 -0.505308186376935 0.311 0.515 1.11483989572894e-122
1.3469730356458e-125 0.400737447044092 0.505 0.284 2.69515834702368e-121
1.91016219676679e-125 0.311254368233833 0.47 0.258 3.82204353951067e-121
3.0483788593579e-125 -0.258973677668112 0.221 0.425 6.09950125968923e-121
2.16728500186681e-124 0.259210506395999 0.447 0.225 4.3365205602353e-120
1.58957895075071e-123 0.255741172054728 0.771 0.538 3.1805885225571e-119
4.68834471159131e-121 0.305161045161625 0.522 0.303 9.38090893342304e-117
7.04067689536039e-121 0.301190937855945 0.896 0.729 1.40876903999266e-116
1.46985896211474e-120 0.25355186989826 0.537 0.302 2.94104079729538e-116
1.70069063665076e-120 0.337156798502592 0.588 0.382 3.4029118948745e-116
2.60582658756344e-120 0.294505103885552 0.562 0.348 5.21399841905568e-116
1.46914471116053e-119 0.297727231125212 0.879 0.706 2.9396116525611e-115
6.26587543677506e-118 0.25466580652506 0.695 0.473 1.25373901614432e-113
1.63415275929691e-117 -0.276575714471513 0.456 0.606 3.2697762560772e-113
2.71017920629527e-117 0.270342550476392 0.837 0.642 5.42279757387621e-113
1.76145789026965e-116 -0.328249306300464 0.234 0.438 3.52450109264054e-112
1.5612578452888e-114 -0.26180812424614 0.514 0.658 3.12392082263835e-110
1.18463956241657e-113 -0.272463487352904 0.239 0.46 2.37034530043931e-109
1.57566772588467e-111 0.277546519157039 0.755 0.617 3.15275355272263e-107
1.06400043201231e-110 0.264122028107103 0.705 0.485 2.12895846441342e-106
3.10536155873208e-110 0.391966676263835 0.581 0.395 6.21351794286701e-106
1.92147470046048e-109 0.395065290646307 0.526 0.324 3.84467872815138e-105
2.67002330785347e-109 -0.269654512060978 0.562 0.686 5.342449636684e-105
1.67534927435984e-108 0.264803572734328 0.817 0.612 3.3522063630666e-104
9.96218892741791e-108 -0.27685349369323 0.141 0.333 1.99333438248705e-103
1.13323936450495e-103 -0.283522059506412 0.789 0.923 2.26749864443795e-99
1.24176569108524e-103 -0.258903476584021 0.434 0.613 2.48464897129245e-99
2.29809716503472e-103 -0.284351942269872 0.093 0.256 4.59826261751798e-99
8.1773073561251e-103 0.283853444913116 0.546 0.351 1.63619742888707e-98
3.57667476634393e-100 -0.410917596610383 0.308 0.485 7.15656853997757e-96
5.47335269362263e-98 -0.281385036160304 0.584 0.702 1.09516314046695e-93
4.72998904837969e-96 -0.303421586099443 0.378 0.538 9.46423508690293e-92
1.05020134483605e-91 -0.287153715597583 0.901 0.916 2.10134787088246e-87
2.26988670952651e-89 -0.285830116956627 0.299 0.474 4.54181631709159e-85
5.51128004102711e-88 0.313396849910961 0.705 0.548 1.10275202340911e-83
1.79772970649434e-87 -0.312466304979921 0.336 0.49 3.59707736972452e-83
1.58523088343558e-85 0.269702208922105 0.788 0.618 3.17188847466624e-81
1.60782511921493e-85 -0.265155084345312 0.481 0.649 3.21709728103715e-81
4.54708556144179e-81 0.277035560424426 0.53 0.369 9.09826349988887e-77
3.76113142904983e-80 -0.257739187055549 0.674 0.769 7.52564787638581e-76
2.06879489026978e-57 0.284488264784744 0.711 0.628 4.13945169594081e-53
2.61758300961767e-57 -0.265340443172924 0.182 0.312 5.237521843944e-53
1.76309568459982e-52 -0.288890844281844 0.447 0.537 3.52777815531578e-48
7.17421098453746e-47 0.262371989892751 0.928 0.853 1.4354878758961e-42
