"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PIFO",1.3469730356458e-125,-0.400737447044092,0.284,0.505,2.69515834702368e-121
"BBOF1",1.91016219676679e-125,-0.311254368233833,0.258,0.47,3.82204353951067e-121
"PLCXD2",3.0483788593579e-125,0.258973677668112,0.425,0.221,6.09950125968923e-121
"DNAAF4",2.16728500186681e-124,-0.259210506395999,0.225,0.447,4.3365205602353e-120
"HSPB11",1.58957895075071e-123,-0.255741172054728,0.538,0.771,3.1805885225571e-119
"SPA17",4.68834471159131e-121,-0.305161045161625,0.303,0.522,9.38090893342304e-117
"UFC1",7.04067689536039e-121,-0.301190937855945,0.729,0.896,1.40876903999266e-116
"RAMP1",1.46985896211474e-120,-0.25355186989826,0.302,0.537,2.94104079729538e-116
"KIF9",1.70069063665076e-120,-0.337156798502592,0.382,0.588,3.4029118948745e-116
"CSPP1",2.60582658756344e-120,-0.294505103885552,0.348,0.562,5.21399841905568e-116
"CCDC80",1.46914471116053e-119,-0.297727231125212,0.706,0.879,2.9396116525611e-115
"CFAP36",6.26587543677506e-118,-0.25466580652506,0.473,0.695,1.25373901614432e-113
"GALNT5",1.63415275929691e-117,0.276575714471513,0.606,0.456,3.2697762560772e-113
"DNPH1",2.71017920629527e-117,-0.270342550476392,0.642,0.837,5.42279757387621e-113
"CAV1",1.76145789026965e-116,0.328249306300464,0.438,0.234,3.52450109264054e-112
"TGFB2",1.5612578452888e-114,0.26180812424614,0.658,0.514,3.12392082263835e-110
"CDH6",1.18463956241657e-113,0.272463487352904,0.46,0.239,2.37034530043931e-109
"SELENOP",1.57566772588467e-111,-0.277546519157039,0.617,0.755,3.15275355272263e-107
"IFT22",1.06400043201231e-110,-0.264122028107103,0.485,0.705,2.12895846441342e-106
"C9orf116",3.10536155873208e-110,-0.391966676263835,0.395,0.581,6.21351794286701e-106
"RRAD",1.92147470046048e-109,-0.395065290646307,0.324,0.526,3.84467872815138e-105
"TFPI2",2.67002330785347e-109,0.269654512060978,0.686,0.562,5.342449636684e-105
"CTSS",1.67534927435984e-108,-0.264803572734328,0.612,0.817,3.3522063630666e-104
"CAVIN1",9.96218892741791e-108,0.27685349369323,0.333,0.141,1.99333438248705e-103
"S100A9",1.13323936450495e-103,0.283522059506412,0.923,0.789,2.26749864443795e-99
"ITGB6",1.24176569108524e-103,0.258903476584021,0.613,0.434,2.48464897129245e-99
"KRT6A",2.29809716503472e-103,0.284351942269872,0.256,0.093,4.59826261751798e-99
"LRRC23",8.1773073561251e-103,-0.283853444913116,0.351,0.546,1.63619742888707e-98
"LGALS1",3.57667476634393e-100,0.410917596610383,0.485,0.308,7.15656853997757e-96
"SFN",5.47335269362263e-98,0.281385036160304,0.702,0.584,1.09516314046695e-93
"CCND2",4.72998904837969e-96,0.303421586099443,0.538,0.378,9.46423508690293e-92
"MT2A",1.05020134483605e-91,0.287153715597583,0.916,0.901,2.10134787088246e-87
"IGFBP6",2.26988670952651e-89,0.285830116956627,0.474,0.299,4.54181631709159e-85
"CETN2",5.51128004102711e-88,-0.313396849910961,0.548,0.705,1.10275202340911e-83
"TNC",1.79772970649434e-87,0.312466304979921,0.49,0.336,3.59707736972452e-83
"PSENEN",1.58523088343558e-85,-0.269702208922105,0.618,0.788,3.17188847466624e-81
"CXCL3",1.60782511921493e-85,0.265155084345312,0.649,0.481,3.21709728103715e-81
"BASP1",4.54708556144179e-81,-0.277035560424426,0.369,0.53,9.09826349988887e-77
"S100P",3.76113142904983e-80,0.257739187055549,0.769,0.674,7.52564787638581e-76
"IGFBP7",2.06879489026978e-57,-0.284488264784744,0.628,0.711,4.13945169594081e-53
"APOE",2.61758300961767e-57,0.265340443172924,0.312,0.182,5.237521843944e-53
"TPM2",1.76309568459982e-52,0.288890844281844,0.537,0.447,3.52777815531578e-48
"TUBB4B",7.17421098453746e-47,-0.262371989892751,0.853,0.928,1.4354878758961e-42
