"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.24205560895667e-40,2.10375414609598,1,0.214,1.572616682687e-36,"Llama Cluster 2","UBXN11"
5.49741618766122e-40,2.86363506972803,1,0.243,1.64922485629837e-36,"Llama Cluster 2","CDHR4"
5.64781423032623e-40,0.657359220388291,0.955,0.13,1.69434426909787e-36,"Llama Cluster 2","CHST4"
5.92536010096585e-40,2.71037425046708,0.899,0.405,1.77760803028976e-36,"Llama Cluster 2","TAF1D"
6.18195938815492e-40,2.21238433998782,1,0.268,1.85458781644648e-36,"Llama Cluster 2","RPGRIP1L"
6.62589317684911e-40,0.66412738859381,0.596,0.162,1.98776795305473e-36,"Llama Cluster 2","PLA2G6"
6.78805900036558e-40,0.50295656017039,0.528,0.135,2.03641770010967e-36,"Llama Cluster 2","FAM104B"
8.13607284114714e-40,0.646229079158275,0.955,0.145,2.44082185234414e-36,"Llama Cluster 2","APOH"
8.45517885008957e-40,0.599668780665502,0.966,0.147,2.53655365502687e-36,"Llama Cluster 2","TGFBR3"
8.54966052139778e-40,2.09372718750051,1,0.22,2.56489815641933e-36,"Llama Cluster 2","SPEF2"
8.80175904400557e-40,0.50033337439656,0.978,0.155,2.64052771320167e-36,"Llama Cluster 2","TCEAL9"
8.85457208871522e-40,2.53896776513717,0.978,0.238,2.65637162661457e-36,"Llama Cluster 2","AK9"
8.95731727064927e-40,1.39843815844746,0.955,0.12,2.68719518119478e-36,"Llama Cluster 2","ZC2HC1C"
9.47289980326183e-40,1.94959309337431,1,0.354,2.84186994097855e-36,"Llama Cluster 2","ITPR2"
1.10845599499227e-39,0.742285489527904,0.944,0.12,3.32536798497682e-36,"Llama Cluster 2","LOC116282784"
1.17217968038209e-39,1.5859954749648,0.775,0.156,3.51653904114626e-36,"Llama Cluster 2","LOC116279538"
1.18222389096549e-39,2.85884934080571,0.989,0.239,3.54667167289646e-36,"Llama Cluster 2","CEP126"
1.18222389096549e-39,2.66791705224113,1,0.265,3.54667167289646e-36,"Llama Cluster 2","CCDC17"
1.18677166157993e-39,0.298920125727378,0.91,0.129,3.5603149847398e-36,"Llama Cluster 2","LY6D"
1.2443118286957e-39,0.46025522900692,0.933,0.11,3.73293548608711e-36,"Llama Cluster 2","MGAT4D"
1.28256282648952e-39,0.65461803952015,0.966,0.168,3.84768847946856e-36,"Llama Cluster 2","PLCL2"
1.51255988979482e-39,1.35669562687828,0.966,0.144,4.53767966938446e-36,"Llama Cluster 2","KIAA2012"
1.57770852722886e-39,2.51689727069211,1,0.284,4.73312558168657e-36,"Llama Cluster 2","DNAH11"
1.71065699692626e-39,1.65620591860848,0.989,0.166,5.13197099077879e-36,"Llama Cluster 2","MAK"
1.76540022869452e-39,1.28442018975817,0.921,0.125,5.29620068608355e-36,"Llama Cluster 2","CEP128"
1.97275972169394e-39,1.13076800340152,0.933,0.122,5.91827916508181e-36,"Llama Cluster 2","ANKMY1"
1.97443872744523e-39,3.62657059968413,1,0.239,5.92331618233568e-36,"Llama Cluster 2","LRRIQ1"
2.06548923601862e-39,1.57211346986125,0.966,0.149,6.19646770805586e-36,"Llama Cluster 2","TCTEX1D4"
2.32163948722496e-39,0.389910242304595,0.955,0.13,6.96491846167489e-36,"Llama Cluster 2","DOK5"
2.34245099318007e-39,0.822084107101387,0.91,0.109,7.02735297954022e-36,"Llama Cluster 2","LOC116282347"
2.35242632614032e-39,0.888552600490731,0.978,0.142,7.05727897842095e-36,"Llama Cluster 2","C13H1orf141"
2.46602949927696e-39,1.14342090696305,0.82,0.119,7.39808849783087e-36,"Llama Cluster 2","C4H9orf135"
2.58728272999634e-39,0.83451821466944,0.854,0.117,7.76184818998901e-36,"Llama Cluster 2","FAM227A"
3.60992908644427e-39,0.362939268046366,0.933,0.12,1.08297872593328e-35,"Llama Cluster 2","LOC116278497"
3.82898764393467e-39,0.692017427598643,0.899,0.106,1.1486962931804e-35,"Llama Cluster 2","C7"
4.0287009845471e-39,2.10871960415025,1,0.261,1.20861029536413e-35,"Llama Cluster 2","RFX3"
4.54357702790276e-39,2.20358051476203,1,0.3,1.36307310837083e-35,"Llama Cluster 2","SLC44A4"
4.65454144833456e-39,2.49238892481888,0.989,0.231,1.39636243450037e-35,"Llama Cluster 2","CCDC40"
4.82503858539541e-39,0.329072156981284,0.966,0.191,1.44751157561862e-35,"Llama Cluster 2","LOC116284433"
4.85371002769553e-39,1.54304095038436,0.989,0.156,1.45611300830866e-35,"Llama Cluster 2","LCA5L"
5.09357175847344e-39,1.25198733636865,0.966,0.138,1.52807152754203e-35,"Llama Cluster 2","TNNI3"
5.29346912861721e-39,0.329341653297236,0.944,0.121,1.58804073858516e-35,"Llama Cluster 2","NMB"
5.87623308323008e-39,2.39366356178534,0.708,0.178,1.76286992496902e-35,"Llama Cluster 2","LOC107033374"
6.00682141436956e-39,2.06892339141688,0.73,0.185,1.80204642431087e-35,"Llama Cluster 2","LOC116279950"
6.52825766031764e-39,2.05861848058971,0.989,0.213,1.95847729809529e-35,"Llama Cluster 2","DTHD1"
6.65635540240425e-39,0.934935712669142,0.955,0.128,1.99690662072128e-35,"Llama Cluster 2","CRISPLD2"
6.92594295941593e-39,0.273065477480636,0.966,0.161,2.07778288782478e-35,"Llama Cluster 2","LOC116284419"
7.16391107117256e-39,2.10943368433204,0.944,0.256,2.14917332135177e-35,"Llama Cluster 2","CEP83"
7.70667468776059e-39,0.52173522872378,0.539,0.12,2.31200240632818e-35,"Llama Cluster 2","LOC116282063"
9.59261901878288e-39,1.99664163358397,0.753,0.088,2.87778570563486e-35,"Llama Cluster 2","CFAP47"
9.87153007513737e-39,1.53216222285832,0.978,0.17,2.96145902254121e-35,"Llama Cluster 2","SLC38A3"
1.06493514336878e-38,0.817318240276492,0.944,0.151,3.19480543010633e-35,"Llama Cluster 2","HKDC1"
1.12061679627497e-38,0.852364233849854,0.955,0.143,3.36185038882492e-35,"Llama Cluster 2","LOC102541138"
1.28925091474375e-38,1.02880293445516,0.966,0.161,3.86775274423125e-35,"Llama Cluster 2","ARMH4"
1.39067315308136e-38,1.20781603672463,0.91,0.112,4.17201945924409e-35,"Llama Cluster 2","TEK"
1.55589998256715e-38,1.73812582209967,1,0.201,4.66769994770145e-35,"Llama Cluster 2","CCDC39"
1.69303151096147e-38,1.16545466408908,0.955,0.128,5.07909453288441e-35,"Llama Cluster 2","LOC102529387"
1.75900465339193e-38,0.552927765172904,0.888,0.102,5.2770139601758e-35,"Llama Cluster 2","TTLL10"
1.99932711361545e-38,2.31304598886598,0.978,0.196,5.99798134084635e-35,"Llama Cluster 2","WDR49"
2.22510882625681e-38,1.52425094958451,0.91,0.109,6.67532647877042e-35,"Llama Cluster 2","LOC116280008"
2.29332812114824e-38,1.4987532229435,0.978,0.149,6.87998436344473e-35,"Llama Cluster 2","TOGARAM2"
2.37057407942484e-38,0.285163854360264,0.933,0.143,7.11172223827451e-35,"Llama Cluster 2","FBXW12"
2.39856874210561e-38,0.680040406469738,0.933,0.14,7.19570622631684e-35,"Llama Cluster 2","NR2F1"
2.47207329551044e-38,0.678375355003137,0.854,0.093,7.41621988653132e-35,"Llama Cluster 2","TEX52"
2.54461524389121e-38,2.17747095093302,0.978,0.206,7.63384573167362e-35,"Llama Cluster 2","CFAP52"
2.54568198500169e-38,1.460764346188,1,0.174,7.63704595500507e-35,"Llama Cluster 2","KIAA0586"
2.80205084017075e-38,0.448930294698666,0.933,0.139,8.40615252051224e-35,"Llama Cluster 2","SULF1"
2.91335104732529e-38,0.290179172388154,0.697,0.098,8.74005314197588e-35,"Llama Cluster 2","LOC107033228"
3.0430280496442e-38,2.03520963472515,0.989,0.217,9.12908414893261e-35,"Llama Cluster 2","ADGB"
3.07247257526112e-38,0.2723152013883,0.966,0.125,9.21741772578337e-35,"Llama Cluster 2","MAP6"
3.16119277471319e-38,2.24576054912079,0.989,0.354,9.48357832413956e-35,"Llama Cluster 2","RESF1"
3.21322081361184e-38,1.96851416299436,0.989,0.206,9.63966244083551e-35,"Llama Cluster 2","FAM92B"
3.57502280481973e-38,1.13695330905344,0.944,0.111,1.07250684144592e-34,"Llama Cluster 2","ANKUB1"
3.59301245776743e-38,1.35424190470375,0.618,0.098,1.07790373733023e-34,"Llama Cluster 2","LOC116278676"
4.19762723069381e-38,1.85811795001353,0.921,0.182,1.25928816920814e-34,"Llama Cluster 2","LRRC45"
4.23285677856963e-38,2.24892313075236,0.966,0.187,1.26985703357089e-34,"Llama Cluster 2","DNAH6"
4.30779842566718e-38,0.869942281509713,0.899,0.157,1.29233952770016e-34,"Llama Cluster 2","STIL"
4.44120423441577e-38,1.06168934292799,0.607,0.161,1.33236127032473e-34,"Llama Cluster 2","TESC"
4.55202313746872e-38,1.43981766230942,0.921,0.124,1.36560694124062e-34,"Llama Cluster 2","DCDC1"
4.78996251867058e-38,0.607131082485104,0.607,0.163,1.43698875560117e-34,"Llama Cluster 2","LOC116280568"
4.80599222705908e-38,2.29851246741409,0.978,0.279,1.44179766811772e-34,"Llama Cluster 2","LOC116285425"
4.87063817371145e-38,2.13699849500408,0.989,0.245,1.46119145211343e-34,"Llama Cluster 2","TTC21A"
6.67642306740658e-38,0.970483742306192,0.933,0.141,2.00292692022197e-34,"Llama Cluster 2","CEP89"
7.72438169630776e-38,0.785899096345836,0.955,0.124,2.31731450889233e-34,"Llama Cluster 2","CAMK4"
7.77277704117464e-38,1.58510468754492,0.921,0.17,2.33183311235239e-34,"Llama Cluster 2","FAM118A"
8.18797166440687e-38,0.692834775748164,0.955,0.143,2.45639149932206e-34,"Llama Cluster 2","RNF182"
1.07653490126306e-37,1.96753691756554,0.989,0.245,3.22960470378918e-34,"Llama Cluster 2","DNAH5"
1.18103759382731e-37,1.30804303215083,0.978,0.14,3.54311278148194e-34,"Llama Cluster 2","CCDC24"
1.23418813417146e-37,2.40954429980119,0.876,0.401,3.70256440251439e-34,"Llama Cluster 2","LOC107035101"
1.32884177698979e-37,1.28697050201171,0.888,0.174,3.98652533096936e-34,"Llama Cluster 2","GGT5"
1.4753073967742e-37,0.901698061265133,0.91,0.095,4.42592219032259e-34,"Llama Cluster 2","LOC102531606"
1.58701146465201e-37,0.642229202503467,0.944,0.128,4.76103439395602e-34,"Llama Cluster 2","SPATA4"
1.64461253756206e-37,1.95881190369864,1,0.251,4.93383761268617e-34,"Llama Cluster 2","DMD"
1.86538965382671e-37,1.2178782278894,0.933,0.146,5.59616896148013e-34,"Llama Cluster 2","CCDC171"
2.08517576109736e-37,1.19455862893204,0.933,0.132,6.25552728329207e-34,"Llama Cluster 2","CCDC113"
2.45942446944058e-37,0.479785983401442,0.876,0.122,7.37827340832174e-34,"Llama Cluster 2","CCDC189"
2.90516444882618e-37,1.05545191284998,0.955,0.157,8.71549334647853e-34,"Llama Cluster 2","B4GALNT4"
3.13195369705087e-37,2.35864470950224,0.989,0.273,9.39586109115262e-34,"Llama Cluster 2","ARHGAP18"
3.3930950112456e-37,0.608191352375124,0.753,0.197,1.01792850337368e-33,"Llama Cluster 2","ZEB1"
3.52730052890054e-37,1.40329965316337,0.989,0.197,1.05819015867016e-33,"Llama Cluster 2","CFAP206"
4.27463893740329e-37,0.851547923340851,0.966,0.162,1.28239168122099e-33,"Llama Cluster 2","SLC51B"
4.33138535631936e-37,1.79454069396971,0.978,0.164,1.29941560689581e-33,"Llama Cluster 2","LOC102529311"
4.43798154505332e-37,1.76712875856756,0.978,0.322,1.331394463516e-33,"Llama Cluster 2","IFT74"
4.59425910856243e-37,1.99170876175569,0.989,0.205,1.37827773256873e-33,"Llama Cluster 2","ODF3B"
4.65905842208536e-37,0.412009367280226,0.921,0.144,1.39771752662561e-33,"Llama Cluster 2","UCHL1"
4.79731833285428e-37,1.95995234404714,0.978,0.222,1.43919549985628e-33,"Llama Cluster 2","CFAP65"
4.85095971803907e-37,1.78851393441456,0.966,0.206,1.45528791541172e-33,"Llama Cluster 2","DRC3"
4.97640306504486e-37,0.529042382831304,0.899,0.113,1.49292091951346e-33,"Llama Cluster 2","KIF24"
5.11348383140624e-37,0.916725248499914,0.955,0.143,1.53404514942187e-33,"Llama Cluster 2","CCDC65"
5.26405545378666e-37,0.692875585207046,0.517,0.146,1.579216636136e-33,"Llama Cluster 2","LOC102537050"
5.27164763006692e-37,1.11363180191115,0.91,0.116,1.58149428902008e-33,"Llama Cluster 2","GLB1L"
5.42796734448571e-37,0.810267657423655,0.966,0.141,1.62839020334571e-33,"Llama Cluster 2","PIH1D3"
6.08063957306437e-37,0.82753820380084,0.955,0.131,1.82419187191931e-33,"Llama Cluster 2","LMNTD1"
6.24536241966697e-37,1.0577450350338,0.831,0.136,1.87360872590009e-33,"Llama Cluster 2","LOC107033899"
6.29693305066471e-37,0.471144003931625,0.944,0.159,1.88907991519941e-33,"Llama Cluster 2","DMBX1"
6.98415334053942e-37,2.44860691623519,0.966,0.187,2.09524600216183e-33,"Llama Cluster 2","LOC102545308"
8.30921352654629e-37,0.937140368469622,0.966,0.177,2.49276405796389e-33,"Llama Cluster 2","CD36"
8.48149899231077e-37,0.37429115152533,0.876,0.129,2.54444969769323e-33,"Llama Cluster 2","C1S"
9.65154589830829e-37,1.23604084209673,0.921,0.151,2.89546376949249e-33,"Llama Cluster 2","LOC116285334"
9.69518215849915e-37,1.75567204998167,0.989,0.189,2.90855464754974e-33,"Llama Cluster 2","NEK5"
1.10722501548505e-36,1.36941717535846,0.978,0.155,3.32167504645515e-33,"Llama Cluster 2","MYB"
1.54378003316751e-36,0.363329185553534,0.921,0.151,4.63134009950252e-33,"Llama Cluster 2","C11H10orf99"
1.5596422752755e-36,0.373554742592345,0.629,0.09,4.67892682582651e-33,"Llama Cluster 2","LOC102537052"
1.57180581665081e-36,0.840290780402186,0.966,0.167,4.71541744995242e-33,"Llama Cluster 2","CCDC191"
1.81573683439999e-36,2.14058703746191,0.978,0.236,5.44721050319997e-33,"Llama Cluster 2","CFAP70"
1.90617015760861e-36,0.797741223352434,0.944,0.131,5.71851047282582e-33,"Llama Cluster 2","DPF1"
2.06835132375885e-36,1.58836325906545,0.978,0.173,6.20505397127655e-33,"Llama Cluster 2","CDKL1"
2.13961705971648e-36,0.773628469857663,0.966,0.15,6.41885117914945e-33,"Llama Cluster 2","CCDC103"
2.29328969399253e-36,1.80039628104443,0.989,0.223,6.87986908197759e-33,"Llama Cluster 2","C1H21orf58"
2.4730050249075e-36,0.718560126932187,0.966,0.132,7.4190150747225e-33,"Llama Cluster 2","AVIL"
2.54252305294843e-36,0.315571498997129,0.899,0.147,7.62756915884528e-33,"Llama Cluster 2","LOC102533164"
2.72937659407899e-36,0.679137179235431,0.876,0.128,8.18812978223698e-33,"Llama Cluster 2","PRICKLE2"
2.95985548465652e-36,1.32024329921204,0.91,0.15,8.87956645396957e-33,"Llama Cluster 2","DNAH3"
3.14755683194463e-36,1.57128440979419,1,0.196,9.4426704958339e-33,"Llama Cluster 2","MNS1"
3.18882877439646e-36,0.735698711606114,0.888,0.127,9.56648632318936e-33,"Llama Cluster 2","PRR7"
3.26235285798617e-36,1.1185153616267,0.955,0.144,9.7870585739585e-33,"Llama Cluster 2","EFCAB1"
3.7615988766483e-36,0.809039586102353,0.91,0.142,1.12847966299449e-32,"Llama Cluster 2","C9H16orf46"
3.82173002872401e-36,2.04525792267001,0.989,0.243,1.1465190086172e-32,"Llama Cluster 2","PPIL6"
3.87966022398018e-36,0.899256870964222,0.91,0.126,1.16389806719406e-32,"Llama Cluster 2","CFAP61"
4.49454338084372e-36,1.50425090154673,0.978,0.194,1.34836301425312e-32,"Llama Cluster 2","DNAH2"
4.54595411840904e-36,0.431989670311894,0.966,0.158,1.36378623552271e-32,"Llama Cluster 2","CRACD"
4.80604819713841e-36,1.66216905934693,1,0.214,1.44181445914152e-32,"Llama Cluster 2","RFX2"
5.6830179184701e-36,0.787710419808621,0.618,0.209,1.70490537554103e-32,"Llama Cluster 2","LOC116284238"
5.89668278542944e-36,0.754218378124446,0.966,0.153,1.76900483562883e-32,"Llama Cluster 2","C2CD2L"
6.19821649150145e-36,2.00589167586747,0.989,0.238,1.85946494745044e-32,"Llama Cluster 2","CFAP44"
6.77076234473321e-36,1.10473797452557,0.978,0.182,2.03122870341996e-32,"Llama Cluster 2","ELMOD1"
7.79238191880766e-36,1.0351026943826,0.921,0.139,2.3377145756423e-32,"Llama Cluster 2","LOC102536399"
8.38463840536658e-36,0.417679581773008,0.921,0.143,2.51539152160997e-32,"Llama Cluster 2","CCDC89"
8.8696446354666e-36,1.13261826230808,0.966,0.164,2.66089339063998e-32,"Llama Cluster 2","FBXO16"
9.37114478031715e-36,1.84284803341187,0.978,0.222,2.81134343409514e-32,"Llama Cluster 2","CFAP69"
9.47784091092487e-36,2.41641052482866,0.989,0.244,2.84335227327746e-32,"Llama Cluster 2","NME9"
9.60902455529628e-36,0.64017788659194,0.966,0.181,2.88270736658889e-32,"Llama Cluster 2","SLC39A4"
9.67138080295752e-36,1.81382247202757,0.966,0.183,2.90141424088725e-32,"Llama Cluster 2","LOC107033796"
9.738074940363e-36,0.723679646615986,0.809,0.146,2.9214224821089e-32,"Llama Cluster 2","LOC102543429"
9.92084166908065e-36,2.41520410431782,0.978,0.243,2.97625250072419e-32,"Llama Cluster 2","SAXO2"
1.04771368387607e-35,0.991255444972487,0.888,0.142,3.14314105162821e-32,"Llama Cluster 2","PRKCG"
1.05450893810879e-35,0.901402323731853,0.921,0.138,3.16352681432637e-32,"Llama Cluster 2","SPATA13"
1.065644752605e-35,1.49006463194589,0.944,0.136,3.196934257815e-32,"Llama Cluster 2","DNAH1"
1.45935959667095e-35,0.742471097368241,0.955,0.135,4.37807879001284e-32,"Llama Cluster 2","C29H8orf89"
1.51756156043714e-35,1.68298300456934,0.989,0.284,4.55268468131143e-32,"Llama Cluster 2","CEP290"
1.58699826701956e-35,2.00875717982825,1,0.279,4.76099480105868e-32,"Llama Cluster 2","CES1"
1.67099647322111e-35,0.934092161468824,0.989,0.161,5.01298941966334e-32,"Llama Cluster 2","RIIAD1"
1.72641883730299e-35,0.96013553149774,0.966,0.169,5.17925651190898e-32,"Llama Cluster 2","EFHC2"
1.79375161533611e-35,0.954881218266304,0.91,0.163,5.38125484600834e-32,"Llama Cluster 2","SLC4A8"
1.8532182241908e-35,0.61321209461381,0.865,0.128,5.55965467257239e-32,"Llama Cluster 2","RGL1"
1.86519435859068e-35,0.274910998578463,0.944,0.148,5.59558307577203e-32,"Llama Cluster 2","LOC116280330"
1.90695187268204e-35,2.08620850849357,0.933,0.205,5.72085561804611e-32,"Llama Cluster 2","INTU"
2.15161646876609e-35,0.759715692993537,0.876,0.106,6.45484940629827e-32,"Llama Cluster 2","FLACC1"
2.43918249978762e-35,1.94327238715721,0.966,0.216,7.31754749936287e-32,"Llama Cluster 2","LRRC71"
2.44605282944038e-35,0.539020568364992,0.517,0.164,7.33815848832113e-32,"Llama Cluster 2","CBLN3"
2.4618335434713e-35,1.30561448297268,0.955,0.157,7.3855006304139e-32,"Llama Cluster 2","KIAA0825"
3.26209651604825e-35,1.17666268024268,0.933,0.144,9.78628954814476e-32,"Llama Cluster 2","LOC102542040"
3.29894285021739e-35,1.758732766316,0.978,0.203,9.89682855065217e-32,"Llama Cluster 2","DRC7"
3.45466308015667e-35,1.68637484794529,0.989,0.289,1.036398924047e-31,"Llama Cluster 2","CFB"
3.50208551872437e-35,1.76215870863259,0.978,0.179,1.05062565561731e-31,"Llama Cluster 2","MYCBPAP"
3.84339831929401e-35,1.36767151800426,0.978,0.16,1.1530194957882e-31,"Llama Cluster 2","ARMC2"
3.87587780870249e-35,0.780466444020738,0.91,0.135,1.16276334261075e-31,"Llama Cluster 2","CLGN"
3.94323678254013e-35,0.978261769158613,0.876,0.165,1.18297103476204e-31,"Llama Cluster 2","LOC102539248"
4.13080633601591e-35,1.041786143038,0.843,0.167,1.23924190080477e-31,"Llama Cluster 2","LOC107034363"
4.17070684625845e-35,0.75416146659343,0.876,0.117,1.25121205387753e-31,"Llama Cluster 2","CFAP97D2"
4.20088331564772e-35,2.10680251159256,0.82,0.252,1.26026499469432e-31,"Llama Cluster 2","HMGXB3"
4.20424961890154e-35,2.04037776477959,0.966,0.198,1.26127488567046e-31,"Llama Cluster 2","C12H12orf56"
4.67857634977129e-35,1.89736493171279,0.787,0.191,1.40357290493139e-31,"Llama Cluster 2","LOC102542854"
4.9224911561151e-35,1.48627658399162,0.978,0.187,1.47674734683453e-31,"Llama Cluster 2","RGS22"
5.95210877786155e-35,0.76929128223555,0.876,0.133,1.78563263335846e-31,"Llama Cluster 2","CUNH15orf65"
5.98789304656373e-35,0.902865072542964,0.921,0.153,1.79636791396912e-31,"Llama Cluster 2","TNFSF10"
6.3273014134204e-35,1.00406739376341,0.921,0.149,1.89819042402612e-31,"Llama Cluster 2","CFAP57"
6.48853828989404e-35,2.12341264002713,1,0.234,1.94656148696821e-31,"Llama Cluster 2","WDR66"
6.75019633482941e-35,2.12772959924152,0.989,0.222,2.02505890044882e-31,"Llama Cluster 2","CCDC78"
6.77449698962576e-35,1.95429728951743,1,0.289,2.03234909688773e-31,"Llama Cluster 2","GRAMD2A"
7.34044041553463e-35,1.95746635340165,0.989,0.228,2.20213212466039e-31,"Llama Cluster 2","CFAP43"
7.82744111660824e-35,0.94117059038774,0.91,0.132,2.34823233498247e-31,"Llama Cluster 2","GAS2L2"
8.17523953011085e-35,0.371409877699067,0.955,0.155,2.45257185903326e-31,"Llama Cluster 2","PCSK1N"
8.29344824660468e-35,1.62466243083149,1,0.222,2.4880344739814e-31,"Llama Cluster 2","FHAD1"
8.86440154258485e-35,0.509177417509482,0.955,0.145,2.65932046277545e-31,"Llama Cluster 2","FAM47E"
9.463072059842e-35,0.631967370277489,0.933,0.139,2.8389216179526e-31,"Llama Cluster 2","LOC116283681"
9.60359649465621e-35,1.91525019000191,0.978,0.239,2.88107894839686e-31,"Llama Cluster 2","IQCA1"
1.04746600508496e-34,1.67350973429842,1,0.23,3.14239801525489e-31,"Llama Cluster 2","ARMC3"
1.10617810043019e-34,0.648516310964114,0.955,0.169,3.31853430129058e-31,"Llama Cluster 2","PHGDH"
1.18265514588994e-34,0.935843010436439,0.944,0.145,3.54796543766981e-31,"Llama Cluster 2","PROM1"
1.24343946097543e-34,1.49534737981548,0.989,0.19,3.73031838292628e-31,"Llama Cluster 2","ARMC9"
1.3635909589686e-34,1.66138006254427,0.978,0.19,4.09077287690581e-31,"Llama Cluster 2","WDR78"
1.37666040709606e-34,0.665088021975258,0.978,0.204,4.12998122128817e-31,"Llama Cluster 2","KEF68-t02"
1.42962626550321e-34,1.68834827564904,0.978,0.304,4.28887879650964e-31,"Llama Cluster 2","ARHGAP39"
1.63762180112094e-34,0.487726906167987,0.955,0.14,4.91286540336282e-31,"Llama Cluster 2","CACNG4"
1.72776698898907e-34,1.88413754756627,0.978,0.208,5.18330096696721e-31,"Llama Cluster 2","ARMC4"
1.90413585457052e-34,2.16307031186088,0.978,0.285,5.71240756371155e-31,"Llama Cluster 2","FUZ"
2.11382010279478e-34,0.459019834609245,0.472,0.131,6.34146030838433e-31,"Llama Cluster 2","LOC116281467"
2.13064201496822e-34,0.895550596929131,0.618,0.178,6.39192604490467e-31,"Llama Cluster 2","LOC116279413"
2.15655202038414e-34,0.514540602565868,0.944,0.158,6.46965606115243e-31,"Llama Cluster 2","KIAA0895"
2.26604834126143e-34,1.06863385340237,0.865,0.11,6.7981450237843e-31,"Llama Cluster 2","LOC116281546"
2.46647521805703e-34,1.87619525267633,0.978,0.203,7.3994256541711e-31,"Llama Cluster 2","LOC102534001"
2.68662822860733e-34,0.376974268649223,0.854,0.122,8.059884685822e-31,"Llama Cluster 2","RIBC1"
2.80724665758447e-34,0.643331733033744,0.978,0.166,8.42173997275341e-31,"Llama Cluster 2","LOC107034039"
2.91358823736354e-34,1.41307047419173,0.989,0.22,8.74076471209061e-31,"Llama Cluster 2","ZMYND10"
3.01915175285885e-34,0.53429491279118,0.933,0.173,9.05745525857656e-31,"Llama Cluster 2","DNER"
3.11986862843768e-34,1.12572468805289,0.899,0.144,9.35960588531304e-31,"Llama Cluster 2","SYBU"
3.22137508488957e-34,1.02848740204663,0.888,0.149,9.66412525466872e-31,"Llama Cluster 2","TTC25"
3.23029974656017e-34,1.94110556228815,0.966,0.36,9.6908992396805e-31,"Llama Cluster 2","FBXO9"
3.9123545005793e-34,0.612629824371345,0.921,0.105,1.17370635017379e-30,"Llama Cluster 2","PDCL2"
3.9746141944785e-34,0.948202031594504,0.921,0.148,1.19238425834355e-30,"Llama Cluster 2","CCDC157"
4.03148890778969e-34,2.65777942790914,1,0.26,1.20944667233691e-30,"Llama Cluster 2","LOC102528737"
4.14931181756254e-34,0.942215798231123,0.955,0.156,1.24479354526876e-30,"Llama Cluster 2","DNAJC27"
4.27055474986464e-34,1.11331909666224,0.989,0.181,1.28116642495939e-30,"Llama Cluster 2","DNAAF3"
4.58475678997121e-34,1.27950772015356,0.978,0.228,1.37542703699136e-30,"Llama Cluster 2","LOC116283662"
4.58656498105524e-34,1.805021101536,0.966,0.194,1.37596949431657e-30,"Llama Cluster 2","RIBC2"
5.1066484963293e-34,0.589981657771238,0.607,0.131,1.53199454889879e-30,"Llama Cluster 2","LOC102543121"
5.3802991488065e-34,1.55750603891504,0.73,0.169,1.61408974464195e-30,"Llama Cluster 2","LOC116277427"
5.3802991488065e-34,1.13642938940962,0.944,0.161,1.61408974464195e-30,"Llama Cluster 2","SPEF1"
5.44425222665406e-34,1.45942518776658,0.955,0.169,1.63327566799622e-30,"Llama Cluster 2","ZNF527"
5.47004438550003e-34,1.43611722631778,0.978,0.277,1.64101331565001e-30,"Llama Cluster 2","ADGRE5"
5.64512146695167e-34,1.40309110794383,0.921,0.186,1.6935364400855e-30,"Llama Cluster 2","ADAM8"
5.74829964687303e-34,1.98633066866612,1,0.264,1.72448989406191e-30,"Llama Cluster 2","RBP4"
6.2166721727885e-34,1.78629115715682,0.978,0.195,1.86500165183655e-30,"Llama Cluster 2","LOC116281851"
6.9569352935133e-34,1.74726951789789,0.978,0.267,2.08708058805399e-30,"Llama Cluster 2","CSPP1"
7.17924130532655e-34,0.902928025482835,0.91,0.127,2.15377239159796e-30,"Llama Cluster 2","LOC116278420"
7.49353077563096e-34,1.00550440479301,0.899,0.155,2.24805923268929e-30,"Llama Cluster 2","DEUP1"
7.72071815493261e-34,0.537869442422095,0.899,0.111,2.31621544647978e-30,"Llama Cluster 2","LOC116283303"
8.03325863143412e-34,1.72153561534586,0.944,0.352,2.40997758943024e-30,"Llama Cluster 2","PCM1"
8.10298342859847e-34,0.836628928812137,0.562,0.108,2.43089502857954e-30,"Llama Cluster 2","MAPK15"
8.21193110442521e-34,1.54168659644627,0.91,0.211,2.46357933132756e-30,"Llama Cluster 2","TMED8"
9.58565283329069e-34,0.711681122594814,0.955,0.148,2.87569584998721e-30,"Llama Cluster 2","DGKG"
9.65738205529829e-34,0.267150798913159,0.528,0.128,2.89721461658949e-30,"Llama Cluster 2","FMO1"
1.20144507612962e-33,0.735632143534685,0.876,0.147,3.60433522838887e-30,"Llama Cluster 2","CD14"
1.21374581595075e-33,1.9199821261819,0.955,0.225,3.64123744785225e-30,"Llama Cluster 2","OSBPL6"
1.24066621358981e-33,2.07072786213389,0.978,0.226,3.72199864076943e-30,"Llama Cluster 2","CCDC153"
1.31110326619928e-33,1.52475741723397,0.978,0.218,3.93330979859783e-30,"Llama Cluster 2","LOC102530385"
1.32815392831919e-33,2.38981371864463,0.989,0.248,3.98446178495756e-30,"Llama Cluster 2","AK7"
1.3480610136664e-33,0.358812021953127,0.865,0.232,4.04418304099921e-30,"Llama Cluster 2","SGO2"
