"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"camel229E-3UTR",0,0.628437898242116,0.522,0,0
"APOBEC1",1.64024280198051e-54,-0.272057288648471,0.727,0.838,5.06326550543365e-50
"NR4A1",3.4356403799545e-49,-0.250363850911111,0.648,0.767,1.06054782888816e-44
