"","SYMBOL","ENTREZID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"1","CYTH2","9266",7.72272288731505e-05,0.635861425357718,0.508,0.148,1
"2","FBXW11","23291",0.00073557349833298,0.507145683776487,0.576,0.259,1
"3","PDCD6","10016",9.67849426358714e-05,0.573522207135988,0.424,0.093,1
"4","RMDN3","55177",0.000165983451441617,0.567546030330652,0.441,0.093,1
"5","RNF181","51255",0.00012602701985078,0.573143674808875,0.627,0.241,1
"6","SETX","23064",9.52246145299179e-05,0.55280055022707,0.288,0.019,1
